"timestamp","cpu_percent","mem_available_mb","pagefile_percent","disk_time_percent","disk_mb_sec","gpu_temp_c","gpu_util_percent","gpu_mem_util_percent","gpu_mem_used_mb","gpu_mem_total_mb","gpu_power_w","gpu_power_limit_w","gpu_clock_mhz","gpu_mem_clock_mhz","gpu_pstate","game_process","game_working_set_mb","top_memory_process","top_memory_working_set_mb"
"2026-05-31T17:23:30","32.22","38977","0.01","0.19","2.61","70","90","27","10895","16376","239.52","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9203.6","TheOuterWorlds2-WinGDK-Shipping","9203.6"
"2026-05-31T17:23:35","29.25","38994","0.01","0.14","0.32","70","91","29","10895","16376","247.28","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9192.8","TheOuterWorlds2-WinGDK-Shipping","9192.8"
"2026-05-31T17:23:41","38.96","38965","0.01","0.06","0.45","69","88","29","10762","16376","228.84","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9195.7","TheOuterWorlds2-WinGDK-Shipping","9195.7"
"2026-05-31T17:23:46","37","38995","0.01","0.02","0.26","69","89","29","10762","16376","226.5","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9197.5","TheOuterWorlds2-WinGDK-Shipping","9197.5"
"2026-05-31T17:23:51","26.15","39004","0.01","1.03","4.74","69","89","28","10898","16376","234.14","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9201","TheOuterWorlds2-WinGDK-Shipping","9201"
"2026-05-31T17:23:56","30.43","38988","0.01","0.03","0.05","71","89","29","10911","16376","238.35","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9209","TheOuterWorlds2-WinGDK-Shipping","9208.8"
"2026-05-31T17:24:01","32.09","38960","0.01","0","0","60","40","5","10983","16376","113.92","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9204.4","TheOuterWorlds2-WinGDK-Shipping","9204.4"
"2026-05-31T17:24:06","29.36","38978","0.01","0","0","59","42","5","10983","16376","115.5","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9201.2","TheOuterWorlds2-WinGDK-Shipping","9201.2"
"2026-05-31T17:24:11","33.05","38927","0.01","0.08","0.19","58","34","5","10814","16376","114.29","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9202","TheOuterWorlds2-WinGDK-Shipping","9202"
"2026-05-31T17:24:16","27.98","39065","0.01","0.01","0.01","58","39","5","10782","16376","113.42","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9084.6","TheOuterWorlds2-WinGDK-Shipping","9084.6"
"2026-05-31T17:24:21","29.35","39059","0.01","0","0","57","43","6","10791","16376","115.26","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9088","TheOuterWorlds2-WinGDK-Shipping","9088"
"2026-05-31T17:24:26","36.03","39015","0.01","0.06","0.29","57","43","6","10791","16376","111.22","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9088.9","TheOuterWorlds2-WinGDK-Shipping","9088.9"
"2026-05-31T17:24:31","31.69","39054","0.01","0.03","0.34","57","43","6","10791","16376","117.13","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9088.9","TheOuterWorlds2-WinGDK-Shipping","9088.9"
"2026-05-31T17:24:36","28.4","39077","0.01","0.03","0.07","56","38","5","10791","16376","117.47","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9088.9","TheOuterWorlds2-WinGDK-Shipping","9088.9"
"2026-05-31T17:24:42","33.23","39054","0.01","0.03","0.18","57","44","6","10791","16376","124.65","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9089","TheOuterWorlds2-WinGDK-Shipping","9089"
"2026-05-31T17:24:47","32.19","39127","0.01","0.11","0.6","56","39","5","10779","16376","112.39","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9089.1","TheOuterWorlds2-WinGDK-Shipping","9089.1"
"2026-05-31T17:24:52","30.23","39137","0.01","0.03","0.22","56","42","6","10779","16376","112.9","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9089.1","TheOuterWorlds2-WinGDK-Shipping","9089.1"
"2026-05-31T17:24:57","28.94","39138","0.01","0.01","0.02","56","41","6","10779","16376","112.37","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9089.1","TheOuterWorlds2-WinGDK-Shipping","9089.1"
"2026-05-31T17:25:02","20.45","39137","0.01","0.01","0.03","53","13","2","10357","16376","94.05","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9089.2","TheOuterWorlds2-WinGDK-Shipping","9089.2"
"2026-05-31T17:25:07","24.36","39148","0.01","0.03","0.16","52","6","1","11077","16376","73.15","320","2685","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9115.2","TheOuterWorlds2-WinGDK-Shipping","9115.2"
"2026-05-31T17:25:12","36.47","39100","0.01","0.19","1.23","63","90","28","11199","16376","229.69","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9138.4","TheOuterWorlds2-WinGDK-Shipping","9138.4"
"2026-05-31T17:25:17","28.17","39125","0.01","0.01","0.01","66","92","31","11178","16376","236.57","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9134.5","TheOuterWorlds2-WinGDK-Shipping","9134.5"
"2026-05-31T17:25:22","29.65","39149","0.01","0.27","1.88","66","94","34","11182","16376","239.64","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9133.6","TheOuterWorlds2-WinGDK-Shipping","9133.6"
"2026-05-31T17:25:27","35.55","39076","0.01","0.07","1.47","68","98","35","11207","16376","246.74","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9152.8","TheOuterWorlds2-WinGDK-Shipping","9152.8"
"2026-05-31T17:25:32","33.58","39081","0.01","0.01","0.02","68","93","34","11186","16376","240.1","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9168.3","TheOuterWorlds2-WinGDK-Shipping","9168.3"
"2026-05-31T17:25:37","31.59","39072","0.01","0.01","0.12","69","92","33","11166","16376","241.27","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9172.1","TheOuterWorlds2-WinGDK-Shipping","9177.5"
"2026-05-31T17:25:42","38.79","38950","0.01","0.2","1.87","69","84","31","11262","16376","241.23","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9256","TheOuterWorlds2-WinGDK-Shipping","9256"
"2026-05-31T17:25:48","40.69","38990","0.01","0.35","1.98","66","76","27","11270","16376","224.24","320","2670","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9173.9","TheOuterWorlds2-WinGDK-Shipping","9173.9"
"2026-05-31T17:25:53","35.98","38983","0.01","0.02","0.09","57","25","3","10979","16376","78.53","320","2445","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9170","TheOuterWorlds2-WinGDK-Shipping","9170"
"2026-05-31T17:25:58","32.22","38947","0.01","0.06","0.6","55","37","5","10979","16376","77.32","320","2385","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9179.9","TheOuterWorlds2-WinGDK-Shipping","9179.9"
"2026-05-31T17:26:03","26.41","39011","0.01","0.02","0.05","55","32","4","10810","16376","86.2","320","2430","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9179.4","TheOuterWorlds2-WinGDK-Shipping","9179.4"
"2026-05-31T17:26:08","23.11","39011","0.01","0.07","0.33","55","40","5","10810","16376","92.98","320","2520","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9182.5","TheOuterWorlds2-WinGDK-Shipping","9182.5"
"2026-05-31T17:26:13","22.94","39017","0.01","0","0","55","40","5","10810","16376","87.49","320","2535","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9182.8","TheOuterWorlds2-WinGDK-Shipping","9182.8"
"2026-05-31T17:26:18","25.89","39018","0.01","0.01","0.02","54","27","4","10810","16376","84.59","320","2520","11501","P0","TheOuterWorlds2-WinGDK-Shipping","9182.6","TheOuterWorlds2-WinGDK-Shipping","9182.6"
